"","Entity","Code","Year","waste_t","Coastal population","population"
"12297","Myanmar","MMR",1916,NA,NA,12650000
"12298","Myanmar","MMR",1917,NA,NA,12760000
"12299","Myanmar","MMR",1918,NA,NA,12871000
"12300","Myanmar","MMR",1919,NA,NA,12893000
"12301","Myanmar","MMR",1920,NA,NA,13096000
"12302","Myanmar","MMR",1921,NA,NA,13212000
"12303","Myanmar","MMR",1922,NA,NA,13351000
"12304","Myanmar","MMR",1923,NA,NA,13491000
"12305","Myanmar","MMR",1924,NA,NA,13633000
"12306","Myanmar","MMR",1925,NA,NA,13776000
"12307","Myanmar","MMR",1926,NA,NA,13921000
"12308","Myanmar","MMR",1927,NA,NA,14067000
"12309","Myanmar","MMR",1928,NA,NA,14215000
"12310","Myanmar","MMR",1929,NA,NA,14364000
"12311","Myanmar","MMR",1930,NA,NA,14515000
"12312","Myanmar","MMR",1931,NA,NA,14667000
"12313","Myanmar","MMR",1932,NA,NA,14870000
"12314","Myanmar","MMR",1933,NA,NA,15075000
"12315","Myanmar","MMR",1934,NA,NA,15283000
"12316","Myanmar","MMR",1935,NA,NA,15494000
"12317","Myanmar","MMR",1936,NA,NA,15708000
"12318","Myanmar","MMR",1937,NA,NA,15925000
"12319","Myanmar","MMR",1938,NA,NA,16145000
"12320","Myanmar","MMR",1939,NA,NA,16368000
"12321","Myanmar","MMR",1940,NA,NA,16594000
"12322","Myanmar","MMR",1941,NA,NA,16824000
"12323","Myanmar","MMR",1950,NA,NA,17157508
"12324","Myanmar","MMR",1951,NA,NA,17463258
"12325","Myanmar","MMR",1952,NA,NA,17786203
"12326","Myanmar","MMR",1953,NA,NA,18127006
"12327","Myanmar","MMR",1954,NA,NA,18485791
"12328","Myanmar","MMR",1955,NA,NA,18862149
"12329","Myanmar","MMR",1956,NA,NA,19255085
"12330","Myanmar","MMR",1957,NA,NA,19663071
"12331","Myanmar","MMR",1958,NA,NA,20084160
"12332","Myanmar","MMR",1959,NA,NA,20516191
"12333","Myanmar","MMR",1960,NA,NA,20957397
"12334","Myanmar","MMR",1961,NA,NA,21407053
"12335","Myanmar","MMR",1962,NA,NA,21866045
"12336","Myanmar","MMR",1963,NA,NA,22337108
"12337","Myanmar","MMR",1964,NA,NA,22824142
"12338","Myanmar","MMR",1965,NA,NA,23330184
"12339","Myanmar","MMR",1966,NA,NA,23854648
"12340","Myanmar","MMR",1967,NA,NA,24397064
"12341","Myanmar","MMR",1968,NA,NA,24960539
"12342","Myanmar","MMR",1969,NA,NA,25548930
"12343","Myanmar","MMR",1970,NA,NA,26164131
"12344","Myanmar","MMR",1971,NA,NA,26807570
"12345","Myanmar","MMR",1972,NA,NA,27475978
"12346","Myanmar","MMR",1973,NA,NA,28160632
"12347","Myanmar","MMR",1974,NA,NA,28849728
"12348","Myanmar","MMR",1975,NA,NA,29534378
"12349","Myanmar","MMR",1976,NA,NA,30210895
"12350","Myanmar","MMR",1977,NA,NA,30880196
"12351","Myanmar","MMR",1978,NA,NA,31543652
"12352","Myanmar","MMR",1979,NA,NA,32204485
"12353","Myanmar","MMR",1980,NA,NA,32864901
"12354","Myanmar","MMR",1981,NA,NA,33524053
"12355","Myanmar","MMR",1982,NA,NA,34179992
"12356","Myanmar","MMR",1983,NA,NA,34832636
"12357","Myanmar","MMR",1984,NA,NA,35481981
"12358","Myanmar","MMR",1985,NA,NA,36127741
"12359","Myanmar","MMR",1986,NA,NA,36770437
"12360","Myanmar","MMR",1987,NA,NA,37409257
"12361","Myanmar","MMR",1988,NA,NA,38041034
"12362","Myanmar","MMR",1989,NA,NA,38661616
"12363","Myanmar","MMR",1990,NA,NA,39268304
"12364","Myanmar","MMR",1991,NA,NA,39855885
"12365","Myanmar","MMR",1992,NA,NA,40425088
"12366","Myanmar","MMR",1993,NA,NA,40985963
"12367","Myanmar","MMR",1994,NA,NA,41552659
"12368","Myanmar","MMR",1995,NA,NA,42133199
"12369","Myanmar","MMR",1996,NA,NA,42735941
"12370","Myanmar","MMR",1997,NA,NA,43352191
"12371","Myanmar","MMR",1998,NA,NA,43952526
"12372","Myanmar","MMR",1999,NA,NA,44496687
"12373","Myanmar","MMR",2000,NA,NA,44957660
"12374","Myanmar","MMR",2001,NA,NA,45323903
"12375","Myanmar","MMR",2002,NA,NA,45609292
"12376","Myanmar","MMR",2003,NA,NA,45843675
"12377","Myanmar","MMR",2004,NA,NA,46070248
"12378","Myanmar","MMR",2005,NA,NA,46321162
"12379","Myanmar","MMR",2006,NA,NA,46605278
"12380","Myanmar","MMR",2007,NA,NA,46915826
"12381","Myanmar","MMR",2008,NA,NA,47250315
"12382","Myanmar","MMR",2009,NA,NA,47601374
"12383","Myanmar","MMR",2010,458269,18988522,47963012
"12384","Myanmar","MMR",2011,NA,NA,48336763
"12385","Myanmar","MMR",2012,NA,NA,48724387
"12386","Myanmar","MMR",2013,NA,NA,49119646
"12387","Namibia","NAM",1800,NA,NA,229000
"12388","Namibia","NAM",1921,NA,NA,229000
"12389","Namibia","NAM",1946,NA,NA,362000
"12390","Namibia","NAM",1950,NA,NA,485274
"12391","Namibia","NAM",1951,NA,NA,494611
"12392","Namibia","NAM",1952,NA,NA,504551
"12393","Namibia","NAM",1953,NA,NA,515039
"12394","Namibia","NAM",1954,NA,NA,526036
"12395","Namibia","NAM",1955,NA,NA,537519
"12396","Namibia","NAM",1956,NA,NA,549482
"12397","Namibia","NAM",1957,NA,NA,561936
"12398","Namibia","NAM",1958,NA,NA,574907
"12399","Namibia","NAM",1959,NA,NA,588430
"12400","Namibia","NAM",1960,NA,NA,602545
"12401","Namibia","NAM",1961,NA,NA,617283
"12402","Namibia","NAM",1962,NA,NA,632659
"12403","Namibia","NAM",1963,NA,NA,648669
"12404","Namibia","NAM",1964,NA,NA,665298
"12405","Namibia","NAM",1965,NA,NA,682554
"12406","Namibia","NAM",1966,NA,NA,700317
"12407","Namibia","NAM",1967,NA,NA,718623
"12408","Namibia","NAM",1968,NA,NA,737803
"12409","Namibia","NAM",1969,NA,NA,758305
"12410","Namibia","NAM",1970,NA,NA,780386
"12411","Namibia","NAM",1971,NA,NA,804310
"12412","Namibia","NAM",1972,NA,NA,829810
"12413","Namibia","NAM",1973,NA,NA,855970
"12414","Namibia","NAM",1974,NA,NA,881536
"12415","Namibia","NAM",1975,NA,NA,905652
"12416","Namibia","NAM",1976,NA,NA,928223
"12417","Namibia","NAM",1977,NA,NA,949709
"12418","Namibia","NAM",1978,NA,NA,970537
"12419","Namibia","NAM",1979,NA,NA,991357
"12420","Namibia","NAM",1980,NA,NA,1012824
"12421","Namibia","NAM",1981,NA,NA,1034636
"12422","Namibia","NAM",1982,NA,NA,1057115
"12423","Namibia","NAM",1983,NA,NA,1082264
"12424","Namibia","NAM",1984,NA,NA,1112679
"12425","Namibia","NAM",1985,NA,NA,1150038
"12426","Namibia","NAM",1986,NA,NA,1195331
"12427","Namibia","NAM",1987,NA,NA,1247573
"12428","Namibia","NAM",1988,NA,NA,1304005
"12429","Namibia","NAM",1989,NA,NA,1360710
"12430","Namibia","NAM",1990,NA,NA,1414830
"12431","Namibia","NAM",1991,NA,NA,1465201
"12432","Namibia","NAM",1992,NA,NA,1512524
"12433","Namibia","NAM",1993,NA,NA,1558055
"12434","Namibia","NAM",1994,NA,NA,1603865
"12435","Namibia","NAM",1995,NA,NA,1651352
"12436","Namibia","NAM",1996,NA,NA,1700975
"12437","Namibia","NAM",1997,NA,NA,1751872
"12438","Namibia","NAM",1998,NA,NA,1802579
"12439","Namibia","NAM",1999,NA,NA,1851034
"12440","Namibia","NAM",2000,NA,NA,1895839
"12441","Namibia","NAM",2001,NA,NA,1936399
"12442","Namibia","NAM",2002,NA,NA,1973408
"12443","Namibia","NAM",2003,NA,NA,2008342
"12444","Namibia","NAM",2004,NA,NA,2043339
"12445","Namibia","NAM",2005,NA,NA,2079951
"12446","Namibia","NAM",2006,NA,NA,2118653
"12447","Namibia","NAM",2007,NA,NA,2158984
"12448","Namibia","NAM",2008,NA,NA,2200422
"12449","Namibia","NAM",2009,NA,NA,2242078
"12450","Namibia","NAM",2010,5480,155084,2283289
"12451","Namibia","NAM",2011,NA,NA,2324004
"12452","Namibia","NAM",2012,NA,NA,2364433
"12453","Namibia","NAM",2013,NA,NA,2404477
"12454","Nauru","NRU",1800,NA,NA,1834
"12455","Nauru","NRU",1820,NA,NA,1834
"12456","Nauru","NRU",1950,NA,NA,2953
"12457","Nauru","NRU",1951,NA,NA,3059
"12458","Nauru","NRU",1952,NA,NA,3191
"12459","Nauru","NRU",1953,NA,NA,3335
"12460","Nauru","NRU",1954,NA,NA,3479
"12461","Nauru","NRU",1955,NA,NA,3621
"12462","Nauru","NRU",1956,NA,NA,3760
"12463","Nauru","NRU",1957,NA,NA,3901
"12464","Nauru","NRU",1958,NA,NA,4052
"12465","Nauru","NRU",1959,NA,NA,4227
"12466","Nauru","NRU",1960,NA,NA,4433
"12467","Nauru","NRU",1961,NA,NA,4675
"12468","Nauru","NRU",1962,NA,NA,4947
"12469","Nauru","NRU",1963,NA,NA,5231
"12470","Nauru","NRU",1964,NA,NA,5500
"12471","Nauru","NRU",1965,NA,NA,5738
"12472","Nauru","NRU",1966,NA,NA,5936
"12473","Nauru","NRU",1967,NA,NA,6102
"12474","Nauru","NRU",1968,NA,NA,6241
"12475","Nauru","NRU",1969,NA,NA,6368
"12476","Nauru","NRU",1970,NA,NA,6493
"12477","Nauru","NRU",1971,NA,NA,6619
"12478","Nauru","NRU",1972,NA,NA,6743
"12479","Nauru","NRU",1973,NA,NA,6862
"12480","Nauru","NRU",1974,NA,NA,6972
"12481","Nauru","NRU",1975,NA,NA,7070
"12482","Nauru","NRU",1976,NA,NA,7156
"12483","Nauru","NRU",1977,NA,NA,7235
"12484","Nauru","NRU",1978,NA,NA,7311
"12485","Nauru","NRU",1979,NA,NA,7393
"12486","Nauru","NRU",1980,NA,NA,7488
"12487","Nauru","NRU",1981,NA,NA,7597
"12488","Nauru","NRU",1982,NA,NA,7719
"12489","Nauru","NRU",1983,NA,NA,7855
"12490","Nauru","NRU",1984,NA,NA,8007
"12491","Nauru","NRU",1985,NA,NA,8174
"12492","Nauru","NRU",1986,NA,NA,8356
"12493","Nauru","NRU",1987,NA,NA,8550
"12494","Nauru","NRU",1988,NA,NA,8752
"12495","Nauru","NRU",1989,NA,NA,8956
"12496","Nauru","NRU",1990,NA,NA,9157
"12497","Nauru","NRU",1991,NA,NA,9354
"12498","Nauru","NRU",1992,NA,NA,9544
"12499","Nauru","NRU",1993,NA,NA,9719
"12500","Nauru","NRU",1994,NA,NA,9863
"12501","Nauru","NRU",1995,NA,NA,9970
"12502","Nauru","NRU",1996,NA,NA,10033
"12503","Nauru","NRU",1997,NA,NA,10058
"12504","Nauru","NRU",1998,NA,NA,10056
"12505","Nauru","NRU",1999,NA,NA,10046
"12506","Nauru","NRU",2000,NA,NA,10041
"12507","Nauru","NRU",2001,NA,NA,10046
"12508","Nauru","NRU",2002,NA,NA,10057
"12509","Nauru","NRU",2003,NA,NA,10075
"12510","Nauru","NRU",2004,NA,NA,10094
"12511","Nauru","NRU",2005,NA,NA,10114
"12512","Nauru","NRU",2006,NA,NA,10133
"12513","Nauru","NRU",2007,NA,NA,10154
"12514","Nauru","NRU",2008,NA,NA,10180
"12515","Nauru","NRU",2009,NA,NA,10212
"12516","Nauru","NRU",2010,554,15289,10255
"12517","Nauru","NRU",2011,NA,NA,10308
"12518","Nauru","NRU",2012,NA,NA,10370
"12519","Nauru","NRU",2013,NA,NA,10437
"12520","Nepal","NPL",1800,NA,NA,3881000
"12521","Nepal","NPL",1820,NA,NA,3881000
"12522","Nepal","NPL",1850,NA,NA,4352000
"12523","Nepal","NPL",1870,NA,NA,4698000
"12524","Nepal","NPL",1890,NA,NA,5192000
"12525","Nepal","NPL",1900,NA,NA,5283000
"12526","Nepal","NPL",1913,NA,NA,5639000
"12527","Nepal","NPL",1950,NA,NA,8230991
"12528","Nepal","NPL",1951,NA,NA,8372203
"12529","Nepal","NPL",1952,NA,NA,8512546
"12530","Nepal","NPL",1953,NA,NA,8653473
"12531","Nepal","NPL",1954,NA,NA,8796252
"12532","Nepal","NPL",1955,NA,NA,8941972
"12533","Nepal","NPL",1956,NA,NA,9091534
"12534","Nepal","NPL",1957,NA,NA,9245658
"12535","Nepal","NPL",1958,NA,NA,9404902
"12536","Nepal","NPL",1959,NA,NA,9569700
"12537","Nepal","NPL",1960,NA,NA,9740462
"12538","Nepal","NPL",1961,NA,NA,9917687
"12539","Nepal","NPL",1962,NA,NA,10102057
"12540","Nepal","NPL",1963,NA,NA,10294480
"12541","Nepal","NPL",1964,NA,NA,10495972
"12542","Nepal","NPL",1965,NA,NA,10707313
"12543","Nepal","NPL",1966,NA,NA,10928950
"12544","Nepal","NPL",1967,NA,NA,11160972
"12545","Nepal","NPL",1968,NA,NA,11403306
"12546","Nepal","NPL",1969,NA,NA,11655685
"12547","Nepal","NPL",1970,NA,NA,11917872
"12548","Nepal","NPL",1971,NA,NA,12189968
"12549","Nepal","NPL",1972,NA,NA,12472000
"12550","Nepal","NPL",1973,NA,NA,12763547
"12551","Nepal","NPL",1974,NA,NA,13064044
"12552","Nepal","NPL",1975,NA,NA,13373069
"12553","Nepal","NPL",1976,NA,NA,13690544
"12554","Nepal","NPL",1977,NA,NA,14016547
"12555","Nepal","NPL",1978,NA,NA,14351017
"12556","Nepal","NPL",1979,NA,NA,14693930
"12557","Nepal","NPL",1980,NA,NA,15045329
"12558","Nepal","NPL",1981,NA,NA,15405456
"12559","Nepal","NPL",1982,NA,NA,15774532
"12560","Nepal","NPL",1983,NA,NA,16152598
"12561","Nepal","NPL",1984,NA,NA,16539682
"12562","Nepal","NPL",1985,NA,NA,16936006
"12563","Nepal","NPL",1986,NA,NA,17341408
"12564","Nepal","NPL",1987,NA,NA,17756510
"12565","Nepal","NPL",1988,NA,NA,18183258
"12566","Nepal","NPL",1989,NA,NA,18624187
"12567","Nepal","NPL",1990,NA,NA,19081064
"12568","Nepal","NPL",1991,NA,NA,19554170
"12569","Nepal","NPL",1992,NA,NA,20042806
"12570","Nepal","NPL",1993,NA,NA,20546441
"12571","Nepal","NPL",1994,NA,NA,21064150
"12572","Nepal","NPL",1995,NA,NA,21594872
"12573","Nepal","NPL",1996,NA,NA,22137784
"12574","Nepal","NPL",1997,NA,NA,22691788
"12575","Nepal","NPL",1998,NA,NA,23255046
"12576","Nepal","NPL",1999,NA,NA,23825372
"12577","Nepal","NPL",2000,NA,NA,24400606
"12578","Nepal","NPL",2001,NA,NA,24980184
"12579","Nepal","NPL",2002,NA,NA,25562573
"12580","Nepal","NPL",2003,NA,NA,26143530
"12581","Nepal","NPL",2004,NA,NA,26717875
"12582","Nepal","NPL",2005,NA,NA,27281945
"12583","Nepal","NPL",2006,NA,NA,27833665
"12584","Nepal","NPL",2007,NA,NA,28373838
"12585","Nepal","NPL",2008,NA,NA,28905358
"12586","Nepal","NPL",2009,NA,NA,29432743
"12587","Nepal","NPL",2010,NA,NA,29959364
"12588","Nepal","NPL",2011,NA,NA,30485798
"12589","Nepal","NPL",2012,NA,NA,31011137
"12590","Nepal","NPL",2013,NA,NA,31535507
"12591","Netherlands","NLD",1700,NA,NA,1900000
"12592","Netherlands","NLD",1800,NA,NA,2254522
"12593","Netherlands","NLD",1820,NA,NA,2333000
"12594","Netherlands","NLD",1821,NA,NA,2365000
"12595","Netherlands","NLD",1822,NA,NA,2400000
"12596","Netherlands","NLD",1823,NA,NA,2435000
"12597","Netherlands","NLD",1824,NA,NA,2474000
"12598","Netherlands","NLD",1825,NA,NA,2514000
"12599","Netherlands","NLD",1826,NA,NA,2543000
"12600","Netherlands","NLD",1827,NA,NA,2561000
"12601","Netherlands","NLD",1828,NA,NA,2585000
"12602","Netherlands","NLD",1829,NA,NA,2610000
"12603","Netherlands","NLD",1830,NA,NA,2633000
"12604","Netherlands","NLD",1831,NA,NA,2653000
"12605","Netherlands","NLD",1832,NA,NA,2665000
"12606","Netherlands","NLD",1833,NA,NA,2683000
"12607","Netherlands","NLD",1834,NA,NA,2707000
"12608","Netherlands","NLD",1835,NA,NA,2732000
"12609","Netherlands","NLD",1836,NA,NA,2762000
"12610","Netherlands","NLD",1837,NA,NA,2791000
"12611","Netherlands","NLD",1838,NA,NA,2821000
"12612","Netherlands","NLD",1839,NA,NA,2853000
"12613","Netherlands","NLD",1840,NA,NA,2886000
"12614","Netherlands","NLD",1841,NA,NA,2921000
"12615","Netherlands","NLD",1842,NA,NA,2952000
"12616","Netherlands","NLD",1843,NA,NA,2981000
"12617","Netherlands","NLD",1844,NA,NA,3014000
"12618","Netherlands","NLD",1845,NA,NA,3047000
"12619","Netherlands","NLD",1846,NA,NA,3069000
"12620","Netherlands","NLD",1847,NA,NA,3071000
"12621","Netherlands","NLD",1848,NA,NA,3069000
"12622","Netherlands","NLD",1849,NA,NA,3076000
"12623","Netherlands","NLD",1850,NA,NA,3098000
"12624","Netherlands","NLD",1851,NA,NA,3133000
"12625","Netherlands","NLD",1852,NA,NA,3167000
"12626","Netherlands","NLD",1853,NA,NA,3194000
"12627","Netherlands","NLD",1854,NA,NA,3218000
"12628","Netherlands","NLD",1855,NA,NA,3235000
"12629","Netherlands","NLD",1856,NA,NA,3253000
"12630","Netherlands","NLD",1857,NA,NA,3277000
"12631","Netherlands","NLD",1858,NA,NA,3294000
"12632","Netherlands","NLD",1859,NA,NA,3304000
"12633","Netherlands","NLD",1860,NA,NA,3318000
"12634","Netherlands","NLD",1861,NA,NA,3340000
"12635","Netherlands","NLD",1862,NA,NA,3366000
"12636","Netherlands","NLD",1863,NA,NA,3397000
"12637","Netherlands","NLD",1864,NA,NA,3431000
"12638","Netherlands","NLD",1865,NA,NA,3460000
"12639","Netherlands","NLD",1866,NA,NA,3484000
"12640","Netherlands","NLD",1867,NA,NA,3510000
"12641","Netherlands","NLD",1868,NA,NA,3543000
"12642","Netherlands","NLD",1869,NA,NA,3575000
"12643","Netherlands","NLD",1870,NA,NA,3610000
"12644","Netherlands","NLD",1871,NA,NA,3636000
"12645","Netherlands","NLD",1872,NA,NA,3662000
"12646","Netherlands","NLD",1873,NA,NA,3670000
"12647","Netherlands","NLD",1874,NA,NA,3745000
"12648","Netherlands","NLD",1875,NA,NA,3788000
"12649","Netherlands","NLD",1876,NA,NA,3832000
"12650","Netherlands","NLD",1877,NA,NA,3883000
"12651","Netherlands","NLD",1878,NA,NA,3834000
"12652","Netherlands","NLD",1879,NA,NA,3986000
"12653","Netherlands","NLD",1880,NA,NA,4043000
"12654","Netherlands","NLD",1881,NA,NA,4079000
"12655","Netherlands","NLD",1882,NA,NA,4130000
"12656","Netherlands","NLD",1883,NA,NA,4180000
"12657","Netherlands","NLD",1884,NA,NA,4226000
"12658","Netherlands","NLD",1885,NA,NA,4276000
"12659","Netherlands","NLD",1886,NA,NA,4326000
"12660","Netherlands","NLD",1887,NA,NA,4378000
"12661","Netherlands","NLD",1888,NA,NA,4432000
"12662","Netherlands","NLD",1889,NA,NA,4485000
"12663","Netherlands","NLD",1890,NA,NA,4535000
"12664","Netherlands","NLD",1891,NA,NA,4585000
"12665","Netherlands","NLD",1892,NA,NA,4632000
"12666","Netherlands","NLD",1893,NA,NA,4684000
"12667","Netherlands","NLD",1894,NA,NA,4743000
"12668","Netherlands","NLD",1895,NA,NA,4803000
"12669","Netherlands","NLD",1896,NA,NA,4866000
"12670","Netherlands","NLD",1897,NA,NA,4935000
"12671","Netherlands","NLD",1898,NA,NA,5003000
"12672","Netherlands","NLD",1899,NA,NA,5070000
"12673","Netherlands","NLD",1900,NA,NA,5142000
"12674","Netherlands","NLD",1901,NA,NA,5221000
"12675","Netherlands","NLD",1902,NA,NA,5305000
"12676","Netherlands","NLD",1903,NA,NA,5389000
"12677","Netherlands","NLD",1904,NA,NA,5470000
"12678","Netherlands","NLD",1905,NA,NA,5551000
"12679","Netherlands","NLD",1906,NA,NA,5632000
"12680","Netherlands","NLD",1907,NA,NA,5710000
"12681","Netherlands","NLD",1908,NA,NA,5786000
"12682","Netherlands","NLD",1909,NA,NA,5862000
"12683","Netherlands","NLD",1910,NA,NA,5922000
"12684","Netherlands","NLD",1911,NA,NA,5984000
"12685","Netherlands","NLD",1912,NA,NA,6068000
"12686","Netherlands","NLD",1913,NA,NA,6164000
"12687","Netherlands","NLD",1914,NA,NA,6277000
"12688","Netherlands","NLD",1915,NA,NA,6395000
"12689","Netherlands","NLD",1916,NA,NA,6516000
"12690","Netherlands","NLD",1917,NA,NA,6654000
"12691","Netherlands","NLD",1918,NA,NA,6752000
"12692","Netherlands","NLD",1919,NA,NA,6805000
"12693","Netherlands","NLD",1920,NA,NA,6848000
"12694","Netherlands","NLD",1921,NA,NA,6921000
"12695","Netherlands","NLD",1922,NA,NA,7032000
"12696","Netherlands","NLD",1923,NA,NA,7150000
"12697","Netherlands","NLD",1924,NA,NA,7264000
"12698","Netherlands","NLD",1925,NA,NA,7366000
"12699","Netherlands","NLD",1926,NA,NA,7471000
"12700","Netherlands","NLD",1927,NA,NA,7576000
"12701","Netherlands","NLD",1928,NA,NA,7679000
"12702","Netherlands","NLD",1929,NA,NA,7782000
"12703","Netherlands","NLD",1930,NA,NA,7884000
"12704","Netherlands","NLD",1931,NA,NA,7999000
"12705","Netherlands","NLD",1932,NA,NA,8123000
"12706","Netherlands","NLD",1933,NA,NA,8237000
"12707","Netherlands","NLD",1934,NA,NA,8341000
"12708","Netherlands","NLD",1935,NA,NA,8434000
"12709","Netherlands","NLD",1936,NA,NA,8516000
"12710","Netherlands","NLD",1937,NA,NA,8599000
"12711","Netherlands","NLD",1938,NA,NA,8685000
"12712","Netherlands","NLD",1939,NA,NA,8782000
"12713","Netherlands","NLD",1940,NA,NA,8879000
"12714","Netherlands","NLD",1941,NA,NA,8966000
"12715","Netherlands","NLD",1942,NA,NA,9042000
"12716","Netherlands","NLD",1943,NA,NA,9103000
"12717","Netherlands","NLD",1944,NA,NA,9175000
"12718","Netherlands","NLD",1945,NA,NA,9262000
"12719","Netherlands","NLD",1946,NA,NA,9424000
"12720","Netherlands","NLD",1947,NA,NA,9630000
"12721","Netherlands","NLD",1948,NA,NA,9800000
"12722","Netherlands","NLD",1949,NA,NA,9956000
"12723","Netherlands","NLD",1950,NA,NA,10027047
"12724","Netherlands","NLD",1951,NA,NA,10148830
"12725","Netherlands","NLD",1952,NA,NA,10275906
"12726","Netherlands","NLD",1953,NA,NA,10407381
"12727","Netherlands","NLD",1954,NA,NA,10542570
"12728","Netherlands","NLD",1955,NA,NA,10680990
"12729","Netherlands","NLD",1956,NA,NA,10822380
"12730","Netherlands","NLD",1957,NA,NA,10966682
"12731","Netherlands","NLD",1958,NA,NA,11114008
"12732","Netherlands","NLD",1959,NA,NA,11264566
"12733","Netherlands","NLD",1960,NA,NA,11418460
"12734","Netherlands","NLD",1961,NA,NA,11575478
"12735","Netherlands","NLD",1962,NA,NA,11734901
"12736","Netherlands","NLD",1963,NA,NA,11895425
"12737","Netherlands","NLD",1964,NA,NA,12055386
"12738","Netherlands","NLD",1965,NA,NA,12213435
"12739","Netherlands","NLD",1966,NA,NA,12368832
"12740","Netherlands","NLD",1967,NA,NA,12521308
"12741","Netherlands","NLD",1968,NA,NA,12670558
"12742","Netherlands","NLD",1969,NA,NA,12816446
"12743","Netherlands","NLD",1970,NA,NA,12958757
"12744","Netherlands","NLD",1971,NA,NA,13097251
"12745","Netherlands","NLD",1972,NA,NA,13231426
"12746","Netherlands","NLD",1973,NA,NA,13360546
"12747","Netherlands","NLD",1974,NA,NA,13483746
"12748","Netherlands","NLD",1975,NA,NA,13600423
"12749","Netherlands","NLD",1976,NA,NA,13710713
"12750","Netherlands","NLD",1977,NA,NA,13814863
"12751","Netherlands","NLD",1978,NA,NA,13912617
"12752","Netherlands","NLD",1979,NA,NA,14003707
"12753","Netherlands","NLD",1980,NA,NA,14088274
"12754","Netherlands","NLD",1981,NA,NA,14166213
"12755","Netherlands","NLD",1982,NA,NA,14238594
"12756","Netherlands","NLD",1983,NA,NA,14308217
"12757","Netherlands","NLD",1984,NA,NA,14378740
"12758","Netherlands","NLD",1985,NA,NA,14452941
"12759","Netherlands","NLD",1986,NA,NA,14531566
"12760","Netherlands","NLD",1987,NA,NA,14614382
"12761","Netherlands","NLD",1988,NA,NA,14701901
"12762","Netherlands","NLD",1989,NA,NA,14794378
"12763","Netherlands","NLD",1990,NA,NA,14891719
"12764","Netherlands","NLD",1991,NA,NA,14994691
"12765","Netherlands","NLD",1992,NA,NA,15102709
"12766","Netherlands","NLD",1993,NA,NA,15212612
"12767","Netherlands","NLD",1994,NA,NA,15320112
"12768","Netherlands","NLD",1995,NA,NA,15422165
"12769","Netherlands","NLD",1996,NA,NA,15517122
"12770","Netherlands","NLD",1997,NA,NA,15605817
"12771","Netherlands","NLD",1998,NA,NA,15690705
"12772","Netherlands","NLD",1999,NA,NA,15775532
"12773","Netherlands","NLD",2000,NA,NA,15862825
"12774","Netherlands","NLD",2001,NA,NA,15953446
"12775","Netherlands","NLD",2002,NA,NA,16045935
"12776","Netherlands","NLD",2003,NA,NA,16137709
"12777","Netherlands","NLD",2004,NA,NA,16225091
"12778","Netherlands","NLD",2005,NA,NA,16305457
"12779","Netherlands","NLD",2006,NA,NA,16377959
"12780","Netherlands","NLD",2007,NA,NA,16443483
"12781","Netherlands","NLD",2008,NA,NA,16503263
"12782","Netherlands","NLD",2009,NA,NA,16559268
"12783","Netherlands","NLD",2010,27700,8971770,16612988
"12784","Netherlands","NLD",2011,NA,NA,16664746
"12785","Netherlands","NLD",2012,NA,NA,16714228
"12786","Netherlands","NLD",2013,NA,NA,16761552
"12787","Netherlands Antilles","ANT",2010,416,227165,NA
"12788","New Caledonia","NCL",1800,NA,NA,29432
"12789","New Caledonia","NCL",1820,NA,NA,29432
"12790","New Caledonia","NCL",1950,NA,NA,64824
"12791","New Caledonia","NCL",1951,NA,NA,64289
"12792","New Caledonia","NCL",1952,NA,NA,64453
"12793","New Caledonia","NCL",1953,NA,NA,65162
"12794","New Caledonia","NCL",1954,NA,NA,66293
"12795","New Caledonia","NCL",1955,NA,NA,67745
"12796","New Caledonia","NCL",1956,NA,NA,69442
"12797","New Caledonia","NCL",1957,NA,NA,71337
"12798","New Caledonia","NCL",1958,NA,NA,73400
"12799","New Caledonia","NCL",1959,NA,NA,75624
"12800","New Caledonia","NCL",1960,NA,NA,78005
"12801","New Caledonia","NCL",1961,NA,NA,80531
"12802","New Caledonia","NCL",1962,NA,NA,83171
"12803","New Caledonia","NCL",1963,NA,NA,85867
"12804","New Caledonia","NCL",1964,NA,NA,88549
"12805","New Caledonia","NCL",1965,NA,NA,91182
"12806","New Caledonia","NCL",1966,NA,NA,93684
"12807","New Caledonia","NCL",1967,NA,NA,96089
"12808","New Caledonia","NCL",1968,NA,NA,98617
"12809","New Caledonia","NCL",1969,NA,NA,101567
"12810","New Caledonia","NCL",1970,NA,NA,105134
"12811","New Caledonia","NCL",1971,NA,NA,109421
"12812","New Caledonia","NCL",1972,NA,NA,114294
"12813","New Caledonia","NCL",1973,NA,NA,119408
"12814","New Caledonia","NCL",1974,NA,NA,124283
"12815","New Caledonia","NCL",1975,NA,NA,128571
"12816","New Caledonia","NCL",1976,NA,NA,132158
"12817","New Caledonia","NCL",1977,NA,NA,135149
"12818","New Caledonia","NCL",1978,NA,NA,137700
"12819","New Caledonia","NCL",1979,NA,NA,140061
"12820","New Caledonia","NCL",1980,NA,NA,142424
"12821","New Caledonia","NCL",1981,NA,NA,144832
"12822","New Caledonia","NCL",1982,NA,NA,147247
"12823","New Caledonia","NCL",1983,NA,NA,149695
"12824","New Caledonia","NCL",1984,NA,NA,152190
