station_id,external_id,name,short_name,lat,lon,rental_methods,capacity,electric_bike_surcharge_waiver,is_charging,eightd_has_key_dispenser,eightd_station_services,has_kiosk
117,0b10db49-08f3-11e7-a1cb-3863bb33a4e4,Hogan / Ontario,6128,45.535295480380306,-73.55116009712219,"['CREDITCARD', 'KEY']",11,False,False,False,,True
118,0b10dc80-08f3-11e7-a1cb-3863bb33a4e4,Sherbrooke / Frontenac,6130,45.5367,-73.56081,"['CREDITCARD', 'KEY']",15,False,False,False,,True
119,0b10dd95-08f3-11e7-a1cb-3863bb33a4e4,Parc Baldwin (Fullum / Sherbrooke),6131,45.53407048533949,-73.56265068054199,"['CREDITCARD', 'KEY']",35,False,False,False,,True
120,0b10e3e7-08f3-11e7-a1cb-3863bb33a4e4,Terrasse Mercure / Fullum,6133,45.535690028316374,-73.56586396694183,"['CREDITCARD', 'KEY']",15,False,False,False,,True
121,0b10e507-08f3-11e7-a1cb-3863bb33a4e4,Dorion / Sherbrooke,6129,45.529352149785566,-73.56331842485814,"['CREDITCARD', 'KEY']",19,False,False,False,,True
122,0b10e60a-08f3-11e7-a1cb-3863bb33a4e4,Ste-Famille / Sherbrooke,6202,45.51007154847701,-73.57075229287146,"['CREDITCARD', 'KEY']",35,False,False,False,,True
123,0b10fc41-08f3-11e7-a1cb-3863bb33a4e4,University / Prince-Arthur,6047,45.50746453265044,-73.57866883277892,"['CREDITCARD', 'KEY']",47,False,False,False,,True
124,0b1102f9-08f3-11e7-a1cb-3863bb33a4e4,Hutchison / Prince-Arthur,6079,45.50975858607626,-73.57610732316971,"['CREDITCARD', 'KEY']",39,False,False,False,,True
125,0b110726-08f3-11e7-a1cb-3863bb33a4e4,André-Laurendeau / Rachel,6022,45.54303187243879,-73.56256484985352,"['CREDITCARD', 'KEY']",14,False,False,False,,True
126,0b1108eb-08f3-11e7-a1cb-3863bb33a4e4,Atwater / Sherbrooke,6093,45.4912258547597,-73.58763009309769,"['CREDITCARD', 'KEY']",23,False,False,False,,True
127,0b110a66-08f3-11e7-a1cb-3863bb33a4e4,Drolet / Beaubien,6913,45.533348,-73.605834,"['CREDITCARD', 'KEY']",23,False,False,False,,True
128,0b1111b6-08f3-11e7-a1cb-3863bb33a4e4,de Gaspé / Beaubien,6915,45.531957916826386,-73.60700100660324,"['CREDITCARD', 'KEY']",19,False,False,False,,True
129,0b111347-08f3-11e7-a1cb-3863bb33a4e4,Parc du Pélican (2e avenue / St-Joseph),6916,45.544580831168204,-73.5717111825943,"['CREDITCARD', 'KEY']",19,False,False,False,,True
130,0b1115c4-08f3-11e7-a1cb-3863bb33a4e4,Marquette / des Carrières,6918,45.53879934493943,-73.58870029449461,"['CREDITCARD', 'KEY']",27,False,False,False,,True
131,0b111c93-08f3-11e7-a1cb-3863bb33a4e4,Métro Fabre (Marquette / Jean-Talon),6923,45.54740777921938,-73.60766887664795,"['CREDITCARD', 'KEY']",19,False,False,False,,True
132,0b111e08-08f3-11e7-a1cb-3863bb33a4e4,Louis-Hémon / Jean-Talon,6925,45.5517742671765,-73.60347837231528,"['CREDITCARD', 'KEY']",19,False,False,False,,True
133,0b111f7c-08f3-11e7-a1cb-3863bb33a4e4,Metcalfe / de Maisonneuve,6072,45.501804363327565,-73.57434511184692,"['CREDITCARD', 'KEY']",31,False,False,False,,True
